first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Irene,Gregory-Eaves,,59830220,Publons,journal-article,,,,,,,Long-term Perspectives on Salmon Abundance: Evidence from Lake Sediments and Tree Rings,2009,,,,"Finney, Bruce*Gregory-Eaves, Irene*Drake, Deanne*Robert J Naiman"
Irene,Gregory-Eaves,,59830222,Publons,journal-article,,,,,,,Tracking Sockeye Salmon Population Dynamics from Lake Sediment Cores: A Review and Synthesis,2009,,,,"Gregory-Eaves, Irene*Finney, Bruce P.*Sweetman, Jon N.*Selbie, Daniel T.*John P Smol"
Irene,Gregory-Eaves,10.1890/06-1420.1,51513587,Publons,journal-article,Ecology,89,3,729-743,0012-9658,Wiley,A 700-year paleoecological record of boreal ecosystem responses to climatic variation from Alaska,2008,green,https://ore.exeter.ac.uk/repository/bitstream/10871/13953/2/06-1420.pdf,48,"Tinner, W.*Bigler, C.*Gedye, S.*Gregory-Eaves, I.*Jones, R.T.*Kaltenrieder, P.*Krähenbühl, U.*Hu, F.S."
Irene,Gregory-Eaves,10.1890/06-1420.1,59830223,Publons,journal-article,Ecology,,,,0012-9658,Wiley,A 700-year paleoecological record of boreal ecosystem responses to climatic variation from Alaska,2008,green,https://ore.exeter.ac.uk/repository/bitstream/10871/13953/2/06-1420.pdf,48,Feng Sheng Hu*Urs Krähenbühl*Petra Kaltenrieder*Richard T. Jones*Irene Gregory-Eaves*Sharon Gedye*Christian Bigler*Willy Tinner
Irene,Gregory-Eaves,10.1007/s10933-008-9212-8,51513596,Publons,journal-article,Journal of Paleolimnology,40,4,1003-1019,0921-2728,Springer Science and Business Media LLC,Empirical models for describing recent sedimentation rates in lakes distributed across broad spatial scales,2008,green,,25,"Brothers, S.*Vermaire, J.C.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10933-008-9212-8,59830217,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Empirical models for describing recent sedimentation rates in lakes distributed across broad spatial scales,2008,green,,25,"Brothers, Soren*Vermaire, Jesse C.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1007/s10021-008-9153-0,51513625,Publons,journal-article,Ecosystems,11,5,715-725,1432-9840,Springer Science and Business Media LLC,"Quantifying relationships among phosphorus, agriculture, and lake depth at an inter-regional scale",2008,green,http://biology.mcgill.ca/faculty/gregory_eaves/articles/Taranu_GE2008.pdf,45,"Taranu, Z.E.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10021-008-9153-0,59830214,Publons,journal-article,Ecosystems,,,,1432-9840,Springer Science and Business Media LLC,"Quantifying relationships among phosphorus, agriculture, and lake depth at an inter-regional scale",2008,green,http://biology.mcgill.ca/faculty/gregory_eaves/articles/Taranu_GE2008.pdf,45,"Taranu, Zofia E.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1007/s10933-007-9125-y,51513573,Publons,journal-article,Journal of Paleolimnology,39,4,477-490,0921-2728,Springer Science and Business Media LLC,Reconstructing changes in macrophyte cover in lakes across the northeastern United States based on sedimentary diatom assemblages,2008,green,,18,"Vermaire, J.C.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1007/S10933-007-9125-Y,59830218,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Science and Business Media LLC,Reconstructing changes in macrophyte cover in lakes across the northeastern United States based on sedimentary diatom assemblages,2008,green,,18,"Vermaire, Jesse C.*Irene Gregory-Eaves"
Irene,Gregory-Eaves,10.1897/06-402R.1,51513599,Publons,journal-article,Environmental Toxicology and Chemistry,26,6,1100-1108,0730-7268,Wiley,Tracing salmon-derived nutrients and contaminants in freshwater food webs across a pronounced spawner density gradient,2007,yellow,,25,"Gregory-Eaves, I.*Demers, M.J.*Kimpe, L.*Krümmel, E.M.*Macdonald, R.W.*Finney, B.P.*Blais, J.M."
Irene,Gregory-Eaves,10.1897/06-402r.1,51513779,Publons,journal-article,Environmental Toxicology and Chemistry,26,6,1100,0730-7268,Wiley,TRACING SALMON-DERIVED NUTRIENTS AND CONTAMINANTS IN FRESHWATER FOOD WEBS ACROSS A PRONOUNCED SPAWNER DENSITY GRADIENT,2007,yellow,,25,Irene Gregory-Eaves*Marc J. Demers*Lynda Kimpe*Eva M. Krümmel*Robie W. Macdonald*Bruce P. Finney*Jules M. Blais
Irene,Gregory-Eaves,10.1897/06-402R.1,59830212,Publons,journal-article,Environmental Toxicology and Chemistry,,,,0730-7268,Wiley,Tracing salmon-derived nutrients and contaminants in freshwater food webs across a pronounced spawner density gradient,2007,yellow,,25,Bruce P. Finney*Robie W. Macdonald*Eva M. Krümmel*Jules M. Blais*Lynda Kimpe*Marc J. Demers*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1897/04-395R.1,51513620,Publons,journal-article,Environmental Toxicology and Chemistry,24,12,3153-3158,0730-7268,Wiley,Air-vegetation partitioning of polychlorinated biphenyls near a point source,2005,yellow,,5,"Poon, C.*Gregory-Eaves, I.*Connell, L.A.*Guillore, G.*Mayer, P.M.*Ridal, J.*Blais, J.M."
Irene,Gregory-Eaves,10.1897/04-395r.1,51513793,Publons,journal-article,Environmental Toxicology and Chemistry,24,12,3153,0730-7268,Wiley,AIR–VEGETATION PARTITIONING OF POLYCHLORINATED BIPHENYLS NEAR A POINT SOURCE,2005,yellow,,5,Clement Poon*Irene Gregory-Eaves*Lee Anne Connell*Gaelle Guillore*Paul M. Mayer*Jeff Ridal*Jules M. Blais
Irene,Gregory-Eaves,10.1897/04-395R.1,59830210,Publons,journal-article,Environmental Toxicology and Chemistry,,,,0730-7268,Wiley,Air-vegetation partitioning of polychlorinated biphenyls near a point source,2005,yellow,,5,Lee Anne Connell*Guillore G*Poon C*Connell tL*Jules M. Blais*Jeff Ridal*Paul M. Mayer*Irene Gregory-Eaves*Chi Sun Poon
Irene,Gregory-Eaves,10.1021/es050657q,51513602,Publons,journal-article,Environmental Science & Technology,39,18,7020-7026,0013-936X,American Chemical Society (ACS),Concentrations and fluxes of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2005,white,,27,"Krümmel, E.M.*Gregory-Eaves, I.*Macdonald, R.W.*Kimpe, L.E.*Demers, M.J.*Smol, J.P.*Finney, B.*Blais, J.M."
Irene,Gregory-Eaves,10.1021/ES050657Q,59830211,Publons,journal-article,Environmental Science & Technology,,,,0013-936X,American Chemical Society (ACS),Concentrations and fluxes of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2005,white,,27,Marc J. Demers*Jules M. Blais*Bruce Finney*John P. Smol*Lynda E. Kimpe*Eva M. Krümmel*Robie W. Macdonald*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1139/F04-071,51513577,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,61,7,1235-1246,0706-652X,Canadian Science Publishing,Inferring sockeye salmon (Oncorhynchus nerka) population dynamics and water quality changes in a stained nursery lake over the past ∼500 years,2004,green,,10,"Gregory-Eaves, I.*Finney, B.P.*Douglas, M.S.V.*Smol, J.P."
Irene,Gregory-Eaves,10.1139/F04-071,59830216,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,,,,0706-652X,Canadian Science Publishing,Inferring sockeye salmon (Oncorhynchus nerka) population dynamics and water quality changes in a stained nursery lake over the past similar to 500 years,2004,green,,10,John P Smol*Bruce P Finney*Irene Gregory-Eaves*Marianne SV Douglas
Irene,Gregory-Eaves,10.1139/f04-162,51513574,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,61,12,2440-2454,0706-652X,Canadian Science Publishing,Tailoring palaeolimnological diatom-based transfer functions,2004,green,,20,"Racca, J.M.J.*Gregory-Eaves, I.*Pienitz, R.*Prairie, Y.T."
Irene,Gregory-Eaves,10.1139/F04-162,59830206,Publons,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,,,,0706-652X,Canadian Science Publishing,Tailoring palaeolimnological diatom-based transfer functions,2004,green,,20,Julien MJ Racca*Yves T Prairie*Reinhard Pienitz*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1023/B:JOPL.0000042998.22164.CA,59830213,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Nature,"The influence of flushing rates, terrestrial input and low salmon escapement densities on paleolimnological reconstructions of sockeye salmon (Oncorhynchus nerka) nutrient dynamics in Alaska and British Columbia",2004,green,,26,John P. Smol*Bruce P. Finney*Laura Stewart*Daniel T. Selbie*Marlow G. Pellatt*Irene Gregory-Eaves*Anita J. Holtham
Irene,Gregory-Eaves,10.1023/B:JOPL.0000007219.15604.27,51513622,Publons,journal-article,Journal of Paleolimnology,30,4,343-362,0921-2728,Springer Nature,"A ∼33,000 year record of environmental change from Arolik Lake, Ahklun Mountains, Alaska, USA",2003,green,,19,"Kaufman, D.S.*Hu, F.S.*Briner, J.P.*Werner, A.*Finney, B.P.*Gregory-Eaves, I."
Irene,Gregory-Eaves,10.1023/B:JOPL.0000007219.15604.27,59830204,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Nature,"A similar to 33,000 year record of environmental change from Arolik Lake, Ahklun Mountains, Alaska, USA",2003,green,,19,Irene Gregory-Eaves*Al Werner*Feng Sheng Hu*Bruce P. Finney*Jason P. Briner*Darrell S. Kaufman
Irene,Gregory-Eaves,10.1038/425255a,51513627,Publons,journal-article,Nature,425,6955,255-256,0028-0836,Springer Nature,Delivery of pollutants by spawning salmon,2003,yellow,,89,"Krümmel, E.M.*Macdonald, R.W.*Kimpe, L.E.*Gregory-Eaves, I.*Demers, M.J.*Smol, J.P.*Finney, B.*Blais, J.M."
Irene,Gregory-Eaves,10.1038/425255A,59830205,Publons,journal-article,Nature,,,,0028-0836,Springer Nature,Delivery of pollutants by spawning salmon - Fish dump toxic industrial compounds in Alaskan lakes on their return from the ocean.,2003,yellow,,89,J. M. Blais*B. Finney*J. P. Smol*R. W. Macdonald*M. J. Demers*E. M. Krümmel*I. Gregory-Eaves*L. E. Kimpe
Irene,Gregory-Eaves,10.1023/A:1024792831385,51513633,Publons,journal-article,Journal of Paleolimnology,30,1,35-53,0921-2728,Springer Nature,"Diatoms and sockeye salmon (Oncorhynchus nerka) population dynamics: Reconstructions of salmon-derived nutrients over the past 2,200 years in two lakes from Kodiak Island, Alaska",2003,green,,28,"Gregory-Eaves, I.*Smol, J.P.*Douglas, M.S.V.*Finney, B.P."
Irene,Gregory-Eaves,10.1023/A:1024792831385,59830208,Publons,journal-article,Journal of Paleolimnology,,,,0921-2728,Springer Nature,"Diatoms and sockeye salmon (Oncorhynchus nerka) population dynamics: Reconstructions of salmon-derived nutrients over the past 2,200 years in two lakes from Kodiak Island, Alaska",2003,green,,28,Marianne S.V. Douglas*Bruce P. Finney*John P. Smol*Irene Gregory‐Eaves
Irene,Gregory-Eaves,10.1038/416729a,51513578,Publons,journal-article,Nature,416,6882,729-733,0028-0836,Springer Nature,"Fisheries productivity in the northeastern Pacific Ocean over the past 2, 200 years",2002,yellow,,180,"Finney, B.P.*Gregory-Eaves, I.*Douglas, M.S.V.*Smol, J.P."
Irene,Gregory-Eaves,10.1038/416729A,59830207,Publons,journal-article,Nature,,,,0028-0836,Springer Nature,"Fisheries productivity in the northeastern Pacific Ocean over the past 2,200 years",2002,yellow,,180,Irene Gregory-Eaves*Bruce P. Finney*John P. Smol*Marianne S. V. Douglas
Irene,Gregory-Eaves,,51513572,Publons,journal-article,,147,2,193-223,,,Characteristics and variation in lakes along a north-south transect in Alaska,2000,,,,"Gregory-Eaves, I.*Smol, J.P.*Finney, B.P.*Lean, D.R.S.*Edwards, M.E."
Irene,Gregory-Eaves,10.1127/ARCHIV-HYDROBIOL/147/1999/193,59830202,Publons,journal-article,Fundamental and Applied Limnology / Archiv für Hydrobiologie,,,,1863-9135,Schweizerbart,Characteristics and variation in lakes along a north-south transect in Alaska,2000,yellow,,47,Mary E. Edwards*David R. S. Lean*Bruce P. Finney*John P. Smol*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1111/j.1756-1051.2000.tb00750.x,51513612,Publons,journal-article,Nordic Journal of Botany,20,3,357-368,0107-055X,Wiley,Covariation among Alaskan chrysophyte stomaltocyst assemblages and environmental gradients: A comparison with diatom assemblages,2000,yellow,,7,"Stewart, K.*Gregory-Eaves, I.*Zeeb, B.A.*Smol, J.P."
Irene,Gregory-Eaves,10.1111/J.1756-1051.2000.TB00750.X,59830203,Publons,journal-article,Nordic Journal of Botany,,,,0107-055X,Wiley,Covariation among Alaskan chrysophyte stomatocyst assemblages and environmental gradients: A comparison with diatom assemblages,2000,yellow,,7,John P. Smol*Barbara A. Zeeb*Kevin Stewart*Irene Gregory-Eaves
Irene,Gregory-Eaves,10.1126/science.290.5492.795,51513617,Publons,journal-article,Science,290,5492,795-799,0036-8075,American Association for the Advancement of Science (AAAS),Impacts of climatic change and fishing on Pacific salmon abundance over the past 300 years,2000,green,,206,"Finney, B.P.*Gregory-Eaves, I.*Sweetman, J.*Douglas, M.S.V.*Smol, J.P."
Irene,Gregory-Eaves,10.1126/SCIENCE.290.5492.795,59830201,Publons,journal-article,Science,,,,0036-8075,American Association for the Advancement of Science (AAAS),Impacts of climatic change and fishing on Pacific salmon abundance over the past 300 years,2000,green,,206,Smol JP*Douglas MS*Sweetman J*Gregory-Eaves I*B. P. Finney
Irene,Gregory-Eaves,10.2307/1552584,51513616,Publons,journal-article,Arctic Antarctic and Alpine Research,31,4,353-365,1523-0430,Informa UK Limited,"Diatom-based transfer functions for inferring past climatic and environmental changes in Alaska, U.S.A.",1999,green,,38,"Gregory-Eaves, I.*Smol, J.P.*Finney, B.P.*Edwards, M.E."
Irene,Gregory-Eaves,10.2307/1552584,59830200,Publons,journal-article,Arctic Antarctic and Alpine Research,,,,1523-0430,Informa UK Limited,"Diatom-based transfer functions for inferring past climatic and environmental changes in Alaska, USA",1999,green,,38,Mary E. Edwards*Bruce P. Finney*John P. Smol*Irene Gregory-Eaves
Francois,Guillemette,10.1016/j.envpol.2019.03.125,59509778,Scopus - Elsevier,journal-article,Environmental Pollution,,,,0269-7491,Elsevier BV,"Widespread occurrence and spatial distribution of glyphosate, atrazine, and neonicotinoids pesticides in the St. Lawrence and tributary rivers",2019,green,,3,"Montiel-León, J.M.*Munoz, G.*Vo Duy, S.*Do, D.T.*Vaudreuil, M.-A.*Goeury, K.*Guillemette, F.*Amyot, M.*Sauvé, S."
Francois,Guillemette,10.1029/2018JG004470,59509773,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,123,9,2998-3015,2169-8953,American Geophysical Union (AGU),An Assessment of Dissolved Organic Carbon Biodegradability and Priming in Blackwater Systems,2018,green,,3,"Textor, S.R.*Guillemette, F.*Zito, P.A.*Spencer, R.G.M."
Francois,Guillemette,10.1029/2018JG004470,49238668,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,,,,2169-8953,American Geophysical Union (AGU),Dissolved Organic Carbon in Blackwater Systems and Leachates: Biodegradability and an Assessment of the Priming Effect,2018,green,,3,
Francois,Guillemette,10.1029/2017JG004327,59509770,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,123,9,2775-2790,2169-8953,American Geophysical Union (AGU),Drivers of Dissolved Organic Matter in the Vent and Major Conduits of the World's Largest Freshwater Spring,2018,green,,2,"Luzius, C.*Guillemette, F.*Podgorski, D.C.*Kellerman, A.M.*Spencer, R.G.M."
Francois,Guillemette,10.1029/2017JG004327,49238674,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,,,,2169-8953,American Geophysical Union (AGU),Drivers of Dissolved Organic Matter in the Vent and Major Conduits of the World's Largest Freshwater Spring,2018,green,,2,
Francois,Guillemette,10.1002/2017JG004337,59509779,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,123,3,1041-1056,2169-8953,American Geophysical Union (AGU),"Flux and Seasonality of Dissolved Organic Matter From the Northern Dvina (Severnaya Dvina) River, Russia",2018,green,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1309&context=faculty_pubs,5,"Johnston, S.E.*Shorina, N.*Bulygina, E.*Vorobjeva, T.*Chupakova, A.*Klimov, S.I.*Kellerman, A.M.*Guillemette, F.*Shiklomanov, A.*Podgorski, D.C.*Spencer, R.G.M."
Francois,Guillemette,10.1002/2017JG004337,49238675,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,,,,2169-8953,American Geophysical Union (AGU),"Flux and Seasonality of Dissolved Organic Matter from the Northern Dvina (Severnaya Dvina) River, Russia",2018,green,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1309&context=faculty_pubs,5,
Francois,Guillemette,10.1038/s41598-018-31892-7,59509766,Scopus - Elsevier,journal-article,Scientific Reports,,,,2045-2322,Springer Science and Business Media LLC,High abundances of the nuisance raphidophyte Gonyostomum semen in brown water lakes are associated with high concentrations of iron,2018,green,,1,"Lebret, K.*Östman, Ö.*Langenheder, S.*Drakare, S.*Guillemette, F.*Lindström, E.S."
Francois,Guillemette,10.1038/s41598-018-31892-7,49238676,Scopus - Elsevier,journal-article,Scientific Reports,8,13463,10--1038,2045-2322,Springer Science and Business Media LLC,High abundances of the nuisance raphidophyte Gonyostomum semen in brown water lakes are associated with high concentrations of iron,2018,green,,1,
Francois,Guillemette,10.1029/2017JG004311,59509767,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,123,5,1475-1485,2169-8953,American Geophysical Union (AGU),The Ephemeral Signature of Permafrost Carbon in an Arctic Fluvial Network,2018,green,http://fsu.digital.flvc.org/islandora/object/fsu%3A609519/datastream/PDF/view,5,"Drake, T.W.*Guillemette, F.*Hemingway, J.D.*Chanton, J.P.*Podgorski, D.C.*Zimov, N.S.*Spencer, R.G.M."
Francois,Guillemette,10.1029/2017JG004311,49238665,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,,,,2169-8953,American Geophysical Union (AGU),The Ephemeral Signature of Permafrost Carbon in an Arctic Fluvial Network,2018,green,http://fsu.digital.flvc.org/islandora/object/fsu%3A609519/datastream/PDF/view,5,
Francois,Guillemette,10.1029/2017JG004311,49238667,Scopus - Elsevier,conference-paper,Journal of Geophysical Research Biogeosciences,,,,2169-8953,American Geophysical Union (AGU),The Ephemeral Signature of Permafrost Carbon in an Arctic Fluvial Network,2016,green,http://fsu.digital.flvc.org/islandora/object/fsu%3A609519/datastream/PDF/view,5,
Francois,Guillemette,10.1029/2017jg004311,59510433,Scopus - Elsevier,journal-article,Journal of Geophysical Research Biogeosciences,123,5,1475--1485,2169-8953,American Geophysical Union (AGU),The Ephemeral Signature of Permafrost Carbon in an Arctic Fluvial Network,2018,green,http://fsu.digital.flvc.org/islandora/object/fsu%3A609519/datastream/PDF/view,5,Travis W. Drake*François Guillemette*Jordon D. Hemingway*Jeffery P. Chanton*David C. Podgorski*Nikita S. Zimov*Robert G. M. Spencer
